QGC WPL 110
0	1	0	16	0	5	0	0	35.73632349	-79.03381249	0	1
1	0	0	16	0	5	0	0	35.73632518	-79.03359132	0	1
2	0	0	16	0	5	0	0	35.73626133	-79.03337176	0	1
3	0	0	16	0	5	0	0	35.73612285	-79.03315403	0	1
4	0	0	16	0	5	0	0	35.73594033	-79.03301783	0	1
5	0	0	16	0	5	0	0	35.73575873	-79.03293784	0	1
6	0	0	16	0	5	0	0	35.73557744	-79.03287686	0	1
7	0	0	16	0	5	0	0	35.73539676	-79.0328534	0	1
8	0	0	16	0	5	0	0	35.73521605	-79.03282806	0	1
9	0	0	16	0	5	0	0	35.73503531	-79.03280046	0	1
10	0	0	16	0	5	0	0	35.73485462	-79.0327762	0	1
11	0	0	16	0	5	0	0	35.734674	-79.03275623	0	1
12	0	0	16	0	5	0	0	35.73449335	-79.03273467	0	1
13	0	0	16	0	5	0	0	35.73431268	-79.03271127	0	1
14	0	0	16	0	5	0	0	35.73413206	-79.03269127	0	1
15	0	0	16	0	5	0	0	35.73395151	-79.03267545	0	1
16	0	0	16	0	5	0	0	35.73377094	-79.03265837	0	1
17	0	0	16	0	5	0	0	35.73359034	-79.03263981	0	1
18	0	0	16	0	5	0	0	35.73340971	-79.03261953	0	1
19	0	0	16	0	5	0	0	35.73322916	-79.03260333	0	1
20	0	0	16	0	5	0	0	35.73304868	-79.032592	0	1
21	0	0	16	0	5	0	0	35.73286818	-79.03257961	0	1
22	0	0	16	0	5	0	0	35.73268767	-79.032566	0	1
23	0	0	16	0	5	0	0	35.73250713	-79.03255096	0	1
24	0	0	16	0	5	0	0	35.73232656	-79.03253418	0	1
25	0	0	16	0	5	0	0	35.73214613	-79.03252597	0	1
26	0	0	16	0	5	0	0	35.73196587	-79.03252765	0	1
27	0	0	16	0	5	0	0	35.7317856	-79.03252902	0	1
28	0	0	16	0	5	0	0	35.73160532	-79.03253004	0	1
29	0	0	16	0	5	0	0	35.73142504	-79.03253064	0	1
30	0	0	16	0	5	0	0	35.73124475	-79.03253074	0	1
31	0	0	16	0	5	0	0	35.73106445	-79.03253022	0	1
32	0	0	16	0	5	0	0	35.73088413	-79.03252895	0	1
33	0	0	16	0	5	0	0	35.7307038	-79.03252672	0	1
34	0	0	16	0	5	0	0	35.73052345	-79.03252328	0	1
35	0	0	16	0	5	0	0	35.73034308	-79.03251824	0	1
36	0	0	16	0	5	0	0	35.73016267	-79.03251103	0	1
37	0	0	16	0	5	0	0	35.72998221	-79.03250077	0	1
38	0	0	16	0	5	0	0	35.72980167	-79.03248595	0	1
39	0	0	16	0	5	0	0	35.72962145	-79.03249012	0	1
40	0	0	16	0	5	0	0	35.72944115	-79.03249009	0	1
41	0	0	16	0	5	0	0	35.7292608	-79.03248644	0	1
42	0	0	16	0	5	0	0	35.72908046	-79.03248323	0	1
43	0	0	16	0	5	0	0	35.72890015	-79.03248248	0	1
44	0	0	16	0	5	0	0	35.72872055	-79.03252452	0	1
45	0	0	16	0	5	0	0	35.72854037	-79.03253184	0	1
46	0	0	16	0	5	0	0	35.72835965	-79.03250544	0	1
47	0	0	16	0	5	0	0	35.72817976	-79.03253022	0	1
48	0	0	16	0	5	0	0	35.72799956	-79.03253567	0	1
49	0	0	16	0	5	0	0	35.72781987	-79.03257284	0	1
50	0	0	16	0	5	0	0	35.7276409	-79.03265398	0	1
51	0	0	16	0	5	0	0	35.7274624	-79.03276312	0	1
52	0	0	16	0	5	0	0	35.72729872	-79.0329576	0	1
53	0	0	16	0	5	0	0	35.72730233	-79.03317862	0	1
54	0	0	16	0	5	0	0	35.72730594	-79.03339963	0	1
